Date,COST,GE,MMM,PG,ROST,RTX
2021-11-15 00:00:00+00:00,498.2471008300781,65.59009552001953,133.6327362060547,136.86126708984375,111.4506607055664,83.0753173828125
2021-11-16 00:00:00+00:00,504.79266357421875,63.54865646362305,133.67649841308594,136.66629028320312,111.03556823730469,82.65692901611328
2021-11-17 00:00:00+00:00,504.3805847167969,62.7124137878418,133.6546173095703,136.58270263671875,112.48360443115234,81.30876159667969
2021-11-18 00:00:00+00:00,507.3323059082031,61.9007568359375,131.38369750976562,136.60125732421875,115.37966918945312,81.28070068359375
2021-11-19 00:00:00+00:00,511.568359375,61.46419143676758,131.72174072265625,136.32272338867188,108.8731689453125,79.89656066894531
2021-11-22 00:00:00+00:00,517.1844482421875,62.128265380859375,132.03775024414062,137.23263549804688,107.31893920898438,81.1778335571289
2021-11-23 00:00:00+00:00,522.5609741210938,62.76775360107422,131.8907928466797,138.75540161132812,111.4313735961914,81.65478515625
2021-11-24 00:00:00+00:00,526.8447875976562,62.8599853515625,130.54586791992188,138.03114318847656,111.50859832763672,81.54255676269531
2021-11-26 00:00:00+00:00,523.3946533203125,60.16062927246094,128.99513244628906,136.92623901367188,106.19911193847656,77.62394714355469
2021-11-29 00:00:00+00:00,531.7803344726562,60.50496292114258,129.51695251464844,138.36546325683594,107.79196166992188,77.56784057617188
2021-11-30 00:00:00+00:00,516.92578125,58.408199310302734,124.96773529052734,134.2428741455078,105.31099700927734,75.67867279052734
2021-12-01 00:00:00+00:00,507.7829284667969,57.18457794189453,125.47481536865234,135.93270874023438,101.2371826171875,73.9298095703125
2021-12-02 00:00:00+00:00,503.633056640625,58.55577850341797,125.12939453125,136.7312774658203,106.73005676269531,76.37075805664062
2021-12-03 00:00:00+00:00,506.91070556640625,57.043148040771484,126.8417739868164,139.16392517089844,106.37289428710938,75.85636901855469
2021-12-06 00:00:00+00:00,511.00299072265625,59.03538131713867,130.22984313964844,141.27163696289062,109.05868530273438,78.33472442626953
2021-12-07 00:00:00+00:00,519.4558715820312,59.98230743408203,129.75213623046875,140.90023803710938,109.4652099609375,79.50376892089844
2021-12-08 00:00:00+00:00,508.0416259765625,60.43118667602539,129.37730407714844,141.5316162109375,109.49423217773438,80.89725494384766
