Date,COST,GE,MMM,PG,ROST,RTX
2021-11-16 00:00:00+00:00,0.013137181798420272,-0.03112419703327607,0.0003274811866740279,-0.0014246310207886026,-0.0037244504934638156,-0.005036253605523733
2021-11-17 00:00:00+00:00,-0.0008163328969643668,-0.01315909292684947,-0.0001636869889276582,-0.0006116186099085485,0.013041192266904256,-0.016310398117631242
2021-11-18 00:00:00+00:00,0.005852170525286082,-0.012942524500016206,-0.016990956582852546,0.00013584946806433074,0.025746550112317745,-0.0003451154898304054
2021-11-19 00:00:00+00:00,0.008349662376050837,-0.007052666582526568,0.0025729464103831923,-0.0020390290763268037,-0.05639208614350388,-0.01702913487466795
2021-11-22 00:00:00+00:00,0.010978178701374075,0.010804241112892132,0.00239906882304064,0.006674691399618959,-0.014275599317852383,0.016036646351932582
2021-11-23 00:00:00+00:00,0.01039576092664829,0.010293031944391906,-0.001112995315273202,0.011096238935839109,0.03831974502840363,0.005875392064823126
2021-11-24 00:00:00+00:00,0.008197729430077683,0.0014694129580368198,-0.010197261671792801,-0.0052196773202408675,0.000693025033732031,-0.0013744251894108883
2021-11-26 00:00:00+00:00,-0.00654867307898388,-0.04294235934043955,-0.011878855289269241,-0.00800474551816166,-0.047615040174388334,-0.048056006270989715
2021-11-29 00:00:00+00:00,0.016021717262770352,0.005723571259904636,0.004045269449036493,0.010510945553834805,0.014998710463493214,-0.0007227997215737414
2021-11-30 00:00:00+00:00,-0.027933626461359995,-0.034654407004142795,-0.03512449247604532,-0.02979492869312128,-0.02301623073009551,-0.02435503904210612
2021-12-01 00:00:00+00:00,-0.017686973865173483,-0.020949479402840754,0.004057687985991931,0.012587890459607731,-0.0386836561022299,-0.023109063038877053
2021-12-02 00:00:00+00:00,-0.008172531200885458,0.023978502786480727,-0.0027529097085138288,0.005874735617253046,0.054257477376452146,0.033017107720352046
2021-12-03 00:00:00+00:00,0.006508009914289792,-0.02583230043740581,0.013684869666165778,0.017791450136098064,-0.0033464094971864533,-0.006735418780371871
2021-12-06 00:00:00+00:00,0.008072990195930885,0.034925023333972405,0.026710988393966906,0.015145532790943106,0.02524882897682401,0.03267168518319963
2021-12-07 00:00:00+00:00,0.016541744398444802,0.016039976295849856,-0.003668183095847155,-0.0026289702148691863,0.0037275771028657534,0.014923707247215034
2021-12-08 00:00:00+00:00,-0.021973465370034306,0.007483527412423419,-0.0028888322320530513,0.004481029859309649,0.00026512731129124667,0.017527295144154076
2021-12-09 00:00:00+00:00,-0.01090355385322539,-0.004578872446110993,-0.0005678822097895386,0.005838983394383712,-0.005303649174853153,-0.00393054469029408
2021-12-10 00:00:00+00:00,0.0657791565657968,-0.008995166253877196,0.006593064761431844,0.013957656163330112,0.0029327144273354477,0.0
2021-12-13 00:00:00+00:00,-0.002863165140568391,-0.03940177727552252,-0.014229314533326543,0.014215848674928866,-0.02817659769826575,-0.021239597306794145
2021-12-14 00:00:00+00:00,-0.021320126837947928,-0.010952368866446571,0.0008020406845365979,0.0036785486508461585,-0.0007294830380101258,-0.00984235629941177
2021-12-15 00:00:00+00:00,0.036931093264858106,-0.00032571940647130315,0.006066929323333303,0.0038544831615463515,-0.007116608947488001,-0.0008384447328925182
2021-12-16 00:00:00+00:00,-0.02272384794456217,0.004887113512536123,0.014392743035664735,0.014163493309959474,0.0041352088557187194,-0.008749651414153625
2021-12-17 00:00:00+00:00,-0.009083981975167132,-0.01167200307613192,-0.019965059050763068,-0.022655460031659858,-0.010982003904068005,-0.005078740402146398
2021-12-20 00:00:00+00:00,0.001734830006546506,-0.015212931174664157,-0.01207456806316931,0.002540418548593548,-0.020449726212477426,-0.015191947465746591
2021-12-21 00:00:00+00:00,-0.005705957215305313,0.03422980981846924,0.0016219265370043257,-0.0006334692680999288,0.025411116048055682,0.03270393965874807
2021-12-22 00:00:00+00:00,0.007773893179435776,0.00010757059895039056,-0.0016193001511178862,0.009888592908897209,0.004421734571893543,0.004660701641881593
2021-12-23 00:00:00+00:00,0.0012733342262507552,0.009992466871985739,0.013496211085082921,0.004895676761141887,0.010364310345425842,0.009872697962668653
2021-12-27 00:00:00+00:00,0.023802129028958285,0.00659575887923336,0.009887587225093863,0.01168018765490686,0.020061527637704746,0.004004522239050345
2021-12-28 00:00:00+00:00,0.0020766156217599807,0.00718660172801,0.005319798934512621,0.005371285179843088,-0.0018687196229590919,0.0091508109458307
2021-12-29 00:00:00+00:00,0.005543234999732638,-0.005351427210944282,0.004334535033283959,0.008290554308580278,0.010253028834368294,-0.0015114003227836292
2021-12-30 00:00:00+00:00,-0.006798474675740684,-0.0009494850416871259,-0.004315827925941318,-0.008648669099452055,0.008472456221318092,-0.0010477187398995058
