Date,COST,GE,PG,ROST,RTX,Portfolio
2021-11-16 00:00:00+00:00,0.013137181798420272,-0.03112419703327607,-0.0014246310207886026,-0.0037244504934638156,-0.005036253605523733,-0.0036771400268721015
2021-11-17 00:00:00+00:00,-0.0008163328969643668,-0.01315909292684947,-0.0006116186099085485,0.013041192266904256,-0.016310398117631242,-0.004809907207677013
2021-11-18 00:00:00+00:00,0.005852170525286082,-0.012942524500016206,0.00013584946806433074,0.025746550112317745,-0.0003451154898304054,0.00031443120580310394
2021-11-19 00:00:00+00:00,0.008349662376050837,-0.007052666582526568,-0.0020390290763268037,-0.05639208614350388,-0.01702913487466795,-0.006750982916525593
2021-11-22 00:00:00+00:00,0.010978178701374075,0.010804241112892132,0.006674691399618959,-0.014275599317852383,0.016036646351932582,0.008815009391051797
2021-11-23 00:00:00+00:00,0.01039576092664829,0.010293031944391906,0.011096238935839109,0.03831974502840363,0.005875392064823126,0.010819589253001909
2021-11-24 00:00:00+00:00,0.008197729430077683,0.0014694129580368198,-0.0052196773202408675,0.000693025033732031,-0.0013744251894108883,-0.0020414730875235446
2021-11-26 00:00:00+00:00,-0.00654867307898388,-0.04294235934043955,-0.00800474551816166,-0.047615040174388334,-0.048056006270989715,-0.021594094024344833
2021-11-29 00:00:00+00:00,0.016021717262770352,0.005723571259904636,0.010510945553834805,0.014998710463493214,-0.0007227997215737414,0.00833406949090302
2021-11-30 00:00:00+00:00,-0.027933626461359995,-0.034654407004142795,-0.02979492869312128,-0.02301623073009551,-0.02435503904210612,-0.02862638168053281
2021-12-01 00:00:00+00:00,-0.017686973865173483,-0.020949479402840754,0.012587890459607731,-0.0386836561022299,-0.023109063038877053,-0.0037710121755791196
2021-12-02 00:00:00+00:00,-0.008172531200885458,0.023978502786480727,0.005874735617253046,0.054257477376452146,0.033017107720352046,0.013932461518494104
2021-12-03 00:00:00+00:00,0.006508009914289792,-0.02583230043740581,0.017791450136098064,-0.0033464094971864533,-0.006735418780371871,0.006068329813424093
2021-12-06 00:00:00+00:00,0.008072990195930885,0.034925023333972405,0.015145532790943106,0.02524882897682401,0.03267168518319963,0.020570583888693223
2021-12-07 00:00:00+00:00,0.016541744398444802,0.016039976295849856,-0.0026289702148691863,0.0037275771028657534,0.014923707247215034,0.005383628890164004
2021-12-08 00:00:00+00:00,-0.021973465370034306,0.007483527412423419,0.004481029859309649,0.00026512731129124667,0.017527295144154076,0.004628183149438369
2021-12-09 00:00:00+00:00,-0.01090355385322539,-0.004578872446110993,0.005838983394383712,-0.005303649174853153,-0.00393054469029408,0.0004348808444065357
2021-12-10 00:00:00+00:00,0.0657791565657968,-0.008995166253877196,0.013957656163330112,0.0029327144273354477,0.0,0.013796443134526657
2021-12-13 00:00:00+00:00,-0.002863165140568391,-0.03940177727552252,0.014215848674928866,-0.02817659769826575,-0.021239597306794145,-0.0023226480985246638
2021-12-14 00:00:00+00:00,-0.021320126837947928,-0.010952368866446571,0.0036785486508461585,-0.0007294830380101258,-0.00984235629941177,-0.0036044038972656966
